Country,Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013
Low & middle income,LMY,45.88567019,46.40728968,47.0921611,47.97160289,49.03830608,50.23205756,51.47662339,52.67331264,53.75510905,54.67819555,55.44043895,56.05209079,56.56502881,57.03716567,57.4792302,57.90084267,58.31199164,58.70201227,59.07317218,59.42664184,59.77484397,60.11042906,60.43689586,60.76120461,61.07737749,61.38880414,61.69962358,62.00803442,62.30073516,62.58615701,62.85918157,63.11786976,63.35345428,63.58084012,63.80808701,64.04040954,64.28939967,64.57862394,64.86844694,65.18111754,65.50943028,65.83409366,66.15037009,66.46352105,66.76841826,67.06050608,67.35229256,67.64185267,67.92862336,68.2266394,68.51390695,68.79496537,69.0589311,69.31113049
Lesotho,LSO,46.51070732,46.99473171,47.4022439,47.7262439,47.9712439,48.1502439,48.2827561,48.39982927,48.53092683,48.69456098,48.90821951,49.17987805,49.50402439,49.87514634,50.29370732,50.76221951,51.28314634,51.8474878,52.44378049,53.05753659,53.66831707,54.25419512,54.80468293,55.31380488,55.782,56.25263415,56.78856098,57.40765854,58.08695122,58.76753659,59.33109756,59.63639024,59.57765854,59.09509756,58.18029268,56.83787805,55.10692683,53.1267561,51.05507317,49.02260976,47.18297561,45.67168293,44.5434878,43.8247561,43.53346341,43.65773171,44.14834146,44.88221951,45.7392439,46.63458537,47.48341463,48.2197561,48.836,49.33146341
Lithuania,LTU,69.84731707,70.10268293,69.09536585,70.20439024,71.50902439,71.32512195,71.5202439,71.60390244,71.31365854,70.92853659,70.80439024,71.73536585,71.02463415,71.33219512,71.24414634,70.86731707,70.95804878,70.8095122,70.60463415,70.48219512,70.48219512,70.46073171,70.83682927,70.77780488,70.32,70.50121951,72.08073171,71.93463415,71.76219512,71.42536585,71.16073171,70.36414634,70.23439024,68.9104878,68.5302439,69.00634146,70.10804878,70.90902439,71.2195122,71.57073171,72.0195122,71.65853659,71.76097561,72.06097561,71.96097561,71.25365854,71.05609756,70.9,71.81219512,72.91463415,73.26829268,73.56341463,73.86341463,74.16341463
Luxembourg,LUX,68.44639024,68.73773171,68.99812195,69.22307317,69.41104878,69.56102439,69.67446341,69.76134146,69.83514634,69.90485366,69.98346341,70.08143902,70.20482927,70.35768293,70.54207317,70.75712195,70.9985122,71.25678049,71.52343902,71.79641463,72.07504878,72.36109756,72.65736585,72.96278049,73.27534146,73.58868293,73.89656098,74.19473171,74.48082927,74.75241463,75.00992683,75.46341463,75.77073171,75.71219512,76.37073171,76.51219512,76.5195122,76.8804878,77.01707317,77.77073171,77.87317073,77.82439024,77.96585366,77.72682927,79.12195122,79.43170732,79.28780488,79.38292683,80.53902439,80.63658537,80.63170732,80.98780488,81.39268293,81.79756098
Latvia,LVA,69.78682927,70.03243902,69.4304878,69.82902439,71.02804878,70.72658537,70.70731707,70.39390244,70.04292683,69.79682927,69.83536585,70.16463415,69.87878049,69.81341463,69.74097561,68.92536585,69.04780488,69.10463415,68.98780488,68.49560976,68.80853659,68.78634146,69.32829268,69.11902439,69.16292683,69.29146341,70.62243902,70.69292683,70.61536585,70.15536585,69.27317073,69.03243902,68.39609756,66.72268293,65.66439024,66.39121951,68.77658537,69.34926829,69.01219512,69.74292683,70.31463415,70.76097561,70.96097561,71.26585366,72.02682927,71.35609756,70.86585366,71.0195122,72.4195122,73.0804878,73.48292683,73.57560976,73.77804878,73.9804878
"Macao SAR, China",MAC,64.66092683,65.14309756,65.61578049,66.07746341,66.52819512,66.96746341,67.39426829,67.81112195,68.2185122,68.61641463,69.00536585,69.38682927,69.75982927,70.12434146,70.48185366,70.83139024,71.17395122,71.509,71.83658537,72.15719512,72.47131707,72.77795122,73.07812195,73.37229268,73.65997561,73.94217073,74.21890244,74.49063415,74.75739024,75.01968293,75.27697561,75.53078049,75.77960976,76.02441463,76.2652439,76.50207317,76.73441463,76.9627561,77.18660976,77.40697561,77.62282927,77.83465854,78.04197561,78.24629268,78.44812195,78.64902439,78.85156098,79.0562439,79.26460976,79.47617073,79.69039024,79.9062439,80.12317073,80.33914634
St. Martin (French part),MAF,,,,,,,,,,,,,,,,,,,,,,,73.2195122,72.76829268,72.9195122,72.66829268,73.5195122,73.67073171,74.27073171,74.32195122,74.52195122,75.92439024,75.42439024,75.57317073,75.82195122,75.97073171,76.17073171,76.37073171,76.57073171,76.77073171,76.97073171,77.17073171,77.37073171,77.57073171,77.72195122,77.87073171,78.07073171,78.22195122,78.37073171,78.57073171,78.72195122,78.87073171,79.02195122,79.17073171
Morocco,MAR,48.44663415,48.86412195,49.28758537,49.7147561,50.142,50.56487805,50.97804878,51.38139024,51.77521951,52.16014634,52.53729268,52.90368293,53.26673171,53.63631707,54.02436585,54.44870732,54.93068293,55.47817073,56.09419512,56.77534146,57.51280488,58.29185366,59.09173171,59.88960976,60.6694878,61.42078049,62.1387561,62.82668293,63.48336585,64.10478049,64.6804878,65.20309756,65.67231707,66.09380488,66.47258537,66.82068293,67.14909756,67.47119512,67.79892683,68.1392439,68.49760976,68.872,69.25641463,69.64536585,70.03882927,70.43982927,70.85243902,71.27763415,71.71141463,72.14821951,72.57692683,72.98543902,73.36465854,73.70904878
Monaco,MCO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moldova,MDA,61.81278049,62.17668293,62.54419512,62.9142439,63.28126829,63.63417073,63.95841463,64.24397561,64.48231707,64.67046341,64.80739024,64.89712195,64.95070732,64.97919512,64.98914634,64.98112195,64.94770732,64.89239024,64.82621951,64.76763415,64.75565854,64.8332439,65.02082927,65.31731707,65.70614634,66.14770732,66.58790244,66.97121951,67.25568293,67.42329268,67.46565854,67.39231707,67.24541463,67.06704878,66.88334146,66.72782927,66.62909756,66.59509756,66.63031707,66.73478049,66.898,67.101,67.31573171,67.52014634,67.70317073,67.85973171,67.99173171,68.11109756,68.22729268,68.34180488,68.45812195,68.57529268,68.69341463,68.8115122
Madagascar,MDG,39.97468293,40.4572439,40.93780488,41.41490244,41.89053659,42.36568293,42.84282927,43.32392683,43.80897561,44.2954878,44.78241463,45.26734146,45.74673171,46.21614634,46.67153659,47.11143902,47.53780488,47.94960976,48.34136585,48.70907317,49.0307561,49.28492683,49.46563415,49.58136585,49.65212195,49.71031707,49.79487805,49.94326829,50.18497561,50.53604878,51.00809756,51.5982439,52.28012195,53.02280488,53.80729268,54.61404878,55.427,56.2335122,57.02043902,57.77173171,58.47280488,59.11360976,59.69917073,60.2355122,60.72870732,61.18729268,61.62436585,62.053,62.4827561,62.91817073,63.36173171,63.80741463,64.24665854,64.67390244
Maldives,MDV,37.26863415,37.85934146,38.48356098,39.1347561,39.80690244,40.49602439,41.19809756,41.91468293,42.64629268,43.39297561,44.15473171,44.93512195,45.73614634,46.56026829,47.40746341,48.28270732,49.18995122,50.12712195,51.08817073,52.062,53.03312195,53.98253659,54.89773171,55.77214634,56.60619512,57.40814634,58.1917561,58.97443902,59.7717561,60.58734146,61.4185122,62.25821951,63.09329268,63.91946341,64.7377561,65.5604878,66.40370732,67.27804878,68.18382927,69.11460976,70.05970732,71.00558537,71.92919512,72.80734146,73.61758537,74.33234146,74.92685366,75.39970732,75.75953659,76.01865854,76.2004878,76.3375122,76.46234146,76.60260976
Middle East & North Africa (all income levels),MEA,46.7133286,47.79982803,48.3873008,48.47802555,49.0705457,49.66285702,50.71390873,51.26675469,51.80717747,52.35439765,52.92398675,53.53100783,54.15150089,54.84288054,55.54319946,56.24621682,56.91595299,57.49619161,58.00418004,58.44752554,58.8609424,59.29436734,59.78483045,60.38356155,61.08263654,61.87662417,62.71846609,63.58110625,64.38931813,65.18899461,65.95106151,66.5545256,67.0350254,67.51293753,67.94110257,68.35580711,68.71250555,69.03283371,69.3303452,69.62945096,69.9010077,70.16501258,70.39970125,70.6193369,70.84313563,71.05336144,71.28386014,71.51204127,71.75217756,72.00147686,72.24677058,72.47269743,72.68814151,72.8960011
Mexico,MEX,57.06563415,57.65614634,58.1802439,58.64290244,59.05558537,59.43370732,59.79321951,60.15153659,60.52309756,60.91936585,61.3502439,61.81917073,62.31765854,62.83782927,63.37426829,63.92014634,64.46860976,65.01282927,65.54592683,66.06302439,66.56021951,67.03704878,67.49592683,67.94078049,68.37202439,68.79260976,69.20343902,69.60741463,70.0064878,70.40158537,70.79573171,71.19097561,71.58582927,71.97782927,72.36385366,72.73978049,73.09890244,73.43714634,73.75141463,74.0392439,74.29973171,74.5334878,74.74470732,74.9375122,75.1154878,75.28209756,75.43878049,75.58792683,75.73246341,75.87741463,76.02678049,76.18565854,76.35409756,76.53265854
Marshall Islands,MHL,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.14146341,,,,,,,,,,,,67.50487805,65.23902439,,,,,,,,,,,,,
Middle income,MIC,46.42400354,46.9604676,47.67012012,48.58652155,49.70471522,50.95921998,52.26685019,53.52313931,54.65589982,55.61807701,56.40888266,57.04071976,57.57076641,58.06067709,58.52076832,58.95909255,59.3834378,59.78074202,60.15299589,60.50280239,60.84528354,61.17272731,61.49072381,61.80869291,62.12166955,62.4344468,62.75261013,63.07437519,63.38531458,63.69369377,63.99165276,64.27365192,64.53487307,64.78354668,65.03059831,65.28122839,65.54666917,65.84915656,66.15176367,66.47159302,66.80052008,67.12165843,67.42743206,67.72414102,68.00687923,68.27150739,68.53292513,68.79050781,69.04498134,69.31350063,69.57326174,69.83024986,70.07233659,70.30486433
"Macedonia, FYR",MKD,60.62280488,61.24939024,61.86046341,62.4595122,63.04946341,63.63173171,64.20473171,64.76397561,65.30246341,65.81470732,66.29278049,66.7312439,67.12568293,67.47370732,67.77541463,68.02485366,68.21909756,68.36363415,68.47146341,68.55856098,68.65043902,68.77360976,68.944,69.16904878,69.44663415,69.76365854,70.09495122,70.41295122,70.69763415,70.942,71.14763415,71.32565854,71.49473171,71.67092683,71.86031707,72.06680488,72.29229268,72.52914634,72.77034146,73.01046341,73.24219512,73.4557561,73.64734146,73.8155122,73.9607561,74.08890244,74.20673171,74.32295122,74.44639024,74.57895122,74.72263415,74.8745122,75.03126829,75.18704878
Mali,MLI,28.21160976,28.35873171,28.54846341,28.79639024,29.11104878,29.50192683,29.97097561,30.50563415,31.09378049,31.72641463,32.393,33.0815122,33.785,34.49446341,35.20541463,35.91780488,36.63307317,37.35870732,38.09834146,38.84904878,39.61314634,40.39090244,41.17702439,41.96197561,42.73419512,43.48087805,44.19065854,44.85317073,45.45907317,46.00126829,46.46470732,46.8365122,47.12346341,47.34229268,47.51160976,47.65497561,47.79746341,47.96646341,48.1894878,48.489,48.89643902,49.4352439,50.09636585,50.85980488,51.70107317,52.57970732,53.44680488,54.26192683,54.99514634,55.63343902,56.17980488,56.65468293,57.095,57.53519512
Malta,MLT,67.60178049,67.90270732,68.20478049,68.50490244,68.79997561,69.08646341,69.36636585,69.64021951,69.91158537,70.17895122,70.44331707,70.70470732,70.96260976,71.2185122,71.47092683,71.72085366,71.96878049,72.21319512,72.45560976,72.69502439,72.93243902,73.16682927,73.3987561,73.62868293,73.85512195,74.08056098,74.3035122,74.52446341,74.74290244,74.96034146,75.17578049,75.39019512,75.83341463,76.60243902,76.9,77.14146341,77.14146341,77.5902439,77.38780488,77.3,78.2,78.84390244,78.73902439,78.54634146,79.25365854,79.3,79.43902439,79.79268293,79.63658537,80.24146341,81.39756098,80.74634146,80.74634146,80.74634146
Myanmar,MMR,42.73639024,43.40253659,44.15136585,45.00390244,45.95509756,46.96639024,47.97668293,48.91636585,49.73585366,50.41863415,50.96768293,51.40956098,51.79385366,52.16263415,52.53541463,52.92421951,53.32907317,53.73843902,54.14329268,54.54465854,54.9415122,55.33439024,55.72326829,56.10714634,56.48753659,56.86392683,57.23680488,57.60617073,57.97302439,58.33585366,58.69417073,59.0484878,59.39631707,59.73917073,60.07704878,60.41143902,60.74590244,61.07990244,61.41443902,61.74897561,62.078,62.39895122,62.70731707,63.00207317,63.28321951,63.55526829,63.8242439,64.09368293,64.36760976,64.64356098,64.9174878,65.18090244,65.42778049,65.65409756
Middle East & North Africa (developing only),MNA,46.65250329,47.2396721,47.82376161,48.4088441,48.99602468,49.58144029,50.15711465,50.71848792,51.26604483,51.80589395,52.35464863,52.9341157,53.55441559,54.21436299,54.90294566,55.58717239,56.22348615,56.78410084,57.26102539,57.6658943,58.03939793,58.43945676,58.91850803,59.51066597,60.22075489,61.03920445,61.93084231,62.8384521,63.71311793,64.52640315,65.33692802,65.96429014,66.51374489,66.99280219,67.42762235,67.82384873,68.17548285,68.50346223,68.80277937,69.09686489,69.3649662,69.62430422,69.86425153,70.08556591,70.30346484,70.51676178,70.74158715,70.97160071,71.20369281,71.44474898,71.68959788,71.92034533,72.14065674,72.34759616
Montenegro,MNE,63.70560976,64.39178049,65.06190244,65.70290244,66.30826829,66.88439024,67.44717073,68.01219512,68.58809756,69.16958537,69.73982927,70.27602439,70.75841463,71.17526829,71.52385366,71.81107317,72.05026829,72.26397561,72.46804878,72.6697561,72.87219512,73.07034146,73.25570732,73.42185366,73.57109756,73.70692683,73.8344878,73.96014634,74.08619512,74.21270732,74.34104878,74.47302439,74.602,74.71753659,74.81087805,74.857,74.82902439,74.71934146,74.53363415,74.28939024,74.02136585,73.77463415,73.58860976,73.4897561,73.48721951,73.57480488,73.73092683,73.91726829,74.10204878,74.27134146,74.41673171,74.53936585,74.64987805,74.75836585
Mongolia,MNG,48.36880488,49.27897561,50.16004878,50.98729268,51.74609756,52.43739024,53.07529268,53.6805122,54.26573171,54.82702439,55.34643902,55.80146341,56.17509756,56.46026829,56.6595122,56.78078049,56.83409756,56.84641463,56.8477561,56.86360976,56.9255122,57.06453659,57.28568293,57.58592683,57.95770732,58.38136585,58.82619512,59.25758537,59.64904878,59.98817073,60.2677561,60.4882439,60.67236585,60.84319512,61.01558537,61.21058537,61.44804878,61.73646341,62.07953659,62.4757561,62.91387805,63.37636585,63.84182927,64.29626829,64.73495122,65.16692683,65.60609756,66.06817073,66.55992683,67.07680488,67.60382927,68.12253659,68.6135122,69.06180488
Northern Mariana Islands,MNP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mozambique,MOZ,35.00370732,35.4667561,35.91226829,36.33878049,36.7487561,37.14921951,37.54768293,37.95365854,38.37065854,38.79819512,39.24229268,39.70595122,40.18117073,40.65097561,41.09734146,41.48680488,41.77987805,41.96056098,42.02882927,41.99665854,41.8955122,41.76787805,41.66168293,41.61541463,41.65056098,41.77209756,41.96753659,42.20987805,42.48163415,42.78182927,43.12590244,43.53731707,44.02856098,44.59768293,45.23121951,45.8987561,46.56341463,47.19029268,47.75692683,48.25485366,48.68660976,49.07021951,49.43607317,49.81158537,50.20963415,50.64160976,51.11526829,51.62209756,52.15056098,52.69126829,53.22690244,53.73829268,54.21212195,54.6415122
Mauritania,MRT,43.48309756,44.16392683,44.82521951,45.46002439,46.06234146,46.63073171,47.16468293,47.67317073,48.16270732,48.63931707,49.10695122,49.56758537,50.02370732,50.48136585,50.94607317,51.42792683,51.93953659,52.48192683,53.05263415,53.64314634,54.24243902,54.83643902,55.40704878,55.94065854,56.42870732,56.86312195,57.24187805,57.57246341,57.86490244,58.12419512,58.35880488,58.5767561,58.78604878,58.9892439,59.18839024,59.3794878,59.55309756,59.70226829,59.8255122,59.92787805,60.01739024,60.10507317,60.20443902,60.32543902,60.47509756,60.66036585,60.8837561,61.13973171,61.41773171,61.71073171,62.00617073,62.2924878,62.56017073,62.80270732
Mauritius,MUS,58.74521951,59.74836585,60.62690244,61.35765854,61.93495122,62.35829268,62.63870732,62.81531707,62.93168293,63.02019512,63.11804878,63.25334146,63.43995122,63.68553659,63.99997561,64.39053659,64.85563415,65.37243902,65.91331707,66.45578049,66.96539024,67.40739024,67.76536585,68.03760976,68.23036585,68.37068293,68.49936585,68.6555122,68.86302439,69.12402439,69.40487805,69.95609756,70.05853659,70.10731707,70.15853659,70.32585366,70.32292683,70.40487805,70.60731707,70.96097561,71.66341463,71.76585366,71.96585366,72.12130081,72.27674797,72.43219512,72.43219512,72.57073171,72.57073171,72.88243902,72.96731707,73.26682927,73.86341463,74.46
Malawi,MWI,37.77363415,37.99814634,38.21417073,38.42170732,38.62578049,38.84139024,39.08604878,39.37121951,39.70492683,40.08612195,40.50931707,40.9625122,41.42765854,41.88926829,42.33582927,42.76831707,43.19219512,43.611,44.02019512,44.40531707,44.74031707,44.99763415,45.15982927,45.21995122,45.18009756,45.04541463,44.83002439,44.56458537,44.28114634,44.00629268,43.76602439,43.58285366,43.46065854,43.40329268,43.41614634,43.47870732,43.55895122,43.64280488,43.73409756,43.86160976,44.07992683,44.45865854,45.04912195,45.88031707,46.95734146,48.27592683,49.81697561,51.5124878,53.28736585,55.08236585,56.8362439,58.50012195,60.05029268,61.466
Malaysia,MYS,59.47534146,60.05439024,60.61668293,61.16019512,61.68495122,62.1904878,62.67636585,63.14465854,63.59846341,64.03780488,64.46321951,64.87570732,65.27521951,65.6627561,66.03780488,66.40187805,66.75446341,67.09607317,67.42719512,67.74885366,68.06053659,68.3642439,68.65946341,68.94770732,69.22797561,69.5007561,69.76656098,70.02539024,70.27573171,70.52009756,70.7574878,70.98887805,71.21429268,71.43521951,71.65065854,71.86312195,72.07260976,72.27912195,72.48165854,72.67921951,72.86778049,73.04331707,73.20382927,73.34929268,73.48121951,73.60060976,73.71143902,73.81826829,73.92607317,74.03841463,74.15778049,74.2867561,74.42331707,74.5675122
North America,NAC,69.89360376,70.36801738,70.2327068,70.05038739,70.31320505,70.36672191,70.37807047,70.71438226,70.17624157,70.69476442,70.9854796,71.28874087,71.32471392,71.52859423,72.07943102,72.69384248,72.95345922,73.34966017,73.47048383,73.9082308,73.79684475,74.1513354,74.49043746,74.61786298,74.73580628,74.73448283,74.79422574,74.96076821,74.96835495,75.22162201,75.43126468,75.58472222,75.8101444,75.64574496,75.80227054,75.85584528,76.21822257,76.63251134,76.78621881,76.80954808,76.89243196,77.00732664,77.10751133,77.26868497,77.61525412,77.63035437,77.88876568,78.08830499,78.19587646,78.34995445,78.77450307,78.8827233,78.99067409,79.09764889
Namibia,NAM,46.88039024,47.49919512,48.10109756,48.68607317,49.25714634,49.8152439,50.36478049,50.90873171,51.44904878,51.98829268,52.52717073,53.06590244,53.60312195,54.13629268,54.6647561,55.18712195,55.70439024,56.21468293,56.71534146,57.20485366,57.68295122,58.14897561,58.60246341,59.03882927,59.45131707,59.83904878,60.2045122,60.5415122,60.83687805,61.07253659,61.22495122,61.26912195,61.19,60.97704878,60.62619512,60.09497561,59.33639024,58.37492683,57.27746341,56.13934146,55.12070732,54.40468293,54.10509756,54.27897561,54.92346341,55.97743902,57.32487805,58.78080488,60.18407317,61.44090244,62.48029268,63.27717073,63.88114634,64.34387805
New Caledonia,NCL,58.63902439,59.03902439,59.43902439,59.88780488,60.33658537,60.78536585,61.23414634,61.68292683,62.13170732,62.5804878,63.02926829,63.47804878,63.92682927,64.37560976,64.82439024,65.27317073,65.72195122,66.17073171,66.30365854,66.43658537,66.5695122,66.70243902,66.9195122,68.58780488,68.06341463,68.76585366,69.06341463,69.42682927,69.45365854,69.08536585,70.48536585,70.35853659,71.61463415,71.65609756,70.67317073,72.0097561,71.99756098,71.73902439,74.37560976,73.87560976,75.16341463,74.83170732,75.10243902,75.27073171,75.51463415,75.16829268,76.46097561,75.94634146,76.45609756,76.96585366,77.47317073,76.72682927,77.12195122,77.12195122
Niger,NER,35.51504878,35.59426829,35.66546341,35.72963415,35.78780488,35.8434878,35.89965854,35.96434146,36.044,36.14317073,36.26631707,36.41292683,36.583,36.78004878,37.00760976,37.2772439,37.60102439,37.9834878,38.41814634,38.89795122,39.40382927,39.91319512,40.40641463,40.87195122,41.30826829,41.71939024,42.11834146,42.52619512,42.96207317,43.43453659,43.95119512,44.51660976,45.12382927,45.76531707,46.43604878,47.129,47.83958537,48.55921951,49.28029268,49.99721951,50.69795122,51.37202439,52.02139024,52.65456098,53.28243902,53.93685366,54.65456098,55.45502439,56.33729268,57.28502439,58.259,59.20456098,60.07253659,60.82814634
Nigeria,NGA,37.18295122,37.63826829,38.07907317,38.49985366,38.89912195,39.28087805,39.65112195,40.01885366,40.39358537,40.77929268,41.18102439,41.6022439,42.03846341,42.48617073,42.93987805,43.39758537,43.85926829,44.31692683,44.76007317,45.17719512,45.54780488,45.85241463,46.0835122,46.23960976,46.32421951,46.34529268,46.31826829,46.26365854,46.203,46.14982927,46.11026829,46.08695122,46.07495122,46.07282927,46.08556098,46.11407317,46.15978049,46.2245122,46.31565854,46.44268293,46.624,46.88117073,47.21973171,47.63773171,48.12565854,48.6664878,49.23614634,49.80814634,50.35743902,50.86856098,51.3295122,51.73780488,52.105,52.44214634
Nicaragua,NIC,46.99882927,47.64565854,48.29587805,48.9505122,49.60807317,50.27063415,50.94129268,51.61953659,52.30085366,52.97812195,53.64365854,54.28673171,54.89917073,55.47592683,56.0134878,56.50892683,56.95785366,57.37,57.75714634,58.12846341,58.49709756,58.87312195,59.26656098,59.6894878,60.1504878,60.66782927,61.25517073,61.91007317,62.61990244,63.3704878,64.135,64.88409756,65.59141463,66.23914634,66.82163415,67.3427561,67.818,68.27409756,68.72880488,69.1902439,69.65807317,70.12741463,70.58587805,71.025,71.44290244,71.83809756,72.21302439,72.57165854,72.91841463,73.25478049,73.58173171,73.90129268,74.21246341,74.5147561
Netherlands,NLD,73.39268293,73.65268293,73.32390244,73.33707317,73.70414634,73.56878049,73.51292683,73.80414634,73.61268293,73.5395122,73.58560976,73.8095122,73.72707317,74.14390244,74.53682927,74.49878049,74.64707317,75.22146341,75.14512195,75.60609756,75.74317073,75.93439024,75.98853659,76.16414634,76.23317073,76.28463415,76.2704878,76.70512195,76.8902439,76.73414634,76.87804878,77,77.21707317,76.91658537,77.37512195,77.40463415,77.43560976,77.79439024,77.88292683,77.83658537,77.98780488,78.1902439,78.29268293,78.49268293,79.09512195,79.34634146,79.69756098,80.09756098,80.25121951,80.54878049,80.70243902,81.20487805,81.10487805,81.10487805
High income: nonOECD,NOC,65.13455993,65.59011852,65.9352284,66.24524654,66.50680424,66.68500621,66.83462838,66.94430768,67.02466443,67.16647398,67.442283,67.72256884,67.82036584,67.9365637,68.07520939,67.871372,67.85074566,67.9079658,68.04560625,67.99538896,68.07844194,68.33148009,68.76246197,68.76195971,68.6381877,69.1328633,70.113595,70.23529508,70.31321857,70.23678064,70.19025698,70.07413297,69.26417632,68.32467907,68.2133041,68.7705891,69.49154635,70.07039421,70.12098875,69.8954536,69.7451608,69.99834773,69.95866665,70.03545614,70.38205312,70.48323371,71.19675212,71.72432003,72.02088098,72.51234327,72.74205284,73.2026161,73.63490388,74.07102014
Norway,NOR,73.5497561,73.5504878,73.44804878,73.07756098,73.59585366,73.72317073,73.99536585,74.06658537,73.94195122,73.66341463,74.08804878,74.17926829,74.34463415,74.44219512,74.75365854,74.81756098,75.0395122,75.38682927,75.41853659,75.41390244,75.67170732,75.86902439,76.01097561,76.06682927,76.22439024,75.91682927,76.24121951,76.08170732,76.2204878,76.5004878,76.53731707,76.98073171,77.18439024,77.15170732,77.6897561,77.73658537,78.1504878,78.14268293,78.32926829,78.28292683,78.63414634,78.78536585,78.98780488,79.3902439,79.84146341,80.04146341,80.34390244,80.39512195,80.59268293,80.79512195,80.99756098,81.29512195,81.45121951,81.45121951
Nepal,NPL,35.17082927,35.53334146,35.95229268,36.42517073,36.94646341,37.50568293,38.09236585,38.695,39.30363415,39.90878049,40.50443902,41.08814634,41.66287805,42.23612195,42.80887805,43.38709756,43.97529268,44.57839024,45.20092683,45.84539024,46.51180488,47.19821951,47.90217073,48.62068293,49.35421951,50.10626829,50.88029268,51.67821951,52.50002439,53.33968293,54.19473171,55.05863415,55.9244878,56.78529268,57.63309756,58.46441463,59.27729268,60.07168293,60.84760976,61.60009756,62.32663415,63.02219512,63.68680488,64.32043902,64.92258537,65.49429268,66.03607317,66.55192683,67.04536585,67.51839024,67.9714878,68.40663415,68.82331707,69.222
New Zealand,NZL,71.23658537,70.98536585,71.23170732,71.2804878,71.32926829,71.22682927,71.12439024,71.47317073,71.12439024,71.47317073,71.27317073,71.77317073,71.82926829,71.66829268,71.92439024,72.2195122,72.42195122,72.16829268,73.0195122,73.06829268,72.82926829,73.62195122,73.72439024,73.77560976,74.37073171,73.82926829,74.12195122,74.17804878,74.42439024,74.82439024,75.37804878,76.03170732,76.12439024,76.43414634,76.88292683,76.73414634,76.78780488,77.33414634,78.08536585,77.8902439,78.63658537,78.69268293,78.84634146,79.14634146,79.54878049,79.85121951,80.04878049,80.15121951,80.35121951,80.70243902,80.70243902,80.90487805,81.15609756,81.40731707
High income: OECD,OEC,68.73157464,69.11953526,69.09223522,69.30230884,69.70896694,69.81894653,70.08873631,70.32330043,70.26085776,70.45340079,70.78388543,71.06073532,71.35159433,71.51598604,71.93454199,72.28068116,72.54062034,72.89767481,73.04624965,73.37950726,73.40244367,73.7555324,74.08894311,74.19064925,74.47479961,74.58649167,74.82942174,75.11141874,75.22766228,75.48615238,75.64220982,75.81613396,76.08831887,76.16657168,76.44779359,76.52245183,76.88153254,77.21984825,77.40291714,77.5544634,77.82563692,78.10112587,78.23917206,78.38095524,78.79840125,78.91040033,79.25338252,79.46727012,79.63687734,79.86015826,80.13631702,80.41766809,80.53713875,80.65043473
OECD members,OED,67.34396417,67.74109372,67.75005122,67.9701935,68.37106894,68.49905117,68.77441698,69.01252204,68.98026788,69.18254656,69.50925894,69.79005689,70.08568382,70.26888697,70.68432511,71.03663905,71.31232017,71.67630699,71.85545515,72.19846647,72.26538229,72.62356194,72.96251187,73.09629249,73.38995031,73.53198506,73.78900478,74.07960071,74.22540693,74.49584871,74.67814005,74.87787948,75.16454578,75.28439666,75.58095073,75.70000451,76.06454836,76.41014755,76.62050215,76.80194788,77.08322334,77.36505696,77.5261245,77.68731807,78.08054901,78.21029507,78.53423124,78.74636084,78.91966568,79.13712607,79.39857718,79.66554196,79.79538758,79.92197388
Oman,OMN,42.66707317,43.49102439,44.3005122,45.09553659,45.87658537,46.64168293,47.38434146,48.10707317,48.81834146,49.52814634,50.25841463,51.03107317,51.85963415,52.74902439,53.69629268,54.69295122,55.72253659,56.75965854,57.78231707,58.77560976,59.73,60.64204878,61.51719512,62.35992683,63.16873171,63.94012195,64.67356098,65.37056098,66.03309756,66.66414634,67.26773171,67.84634146,68.4054878,68.94665854,69.47385366,69.98853659,70.4907561,70.97897561,71.45168293,71.91039024,72.35658537,72.79021951,73.21331707,73.62441463,74.023,74.40760976,74.77480488,75.12360976,75.45253659,75.76209756,76.05280488,76.32763415,76.58956098,76.84104878
Other small states,OSS,45.035871,45.54030412,46.03148619,46.50676698,46.96439358,47.40863392,47.84879714,48.29327157,48.7466573,49.20922574,49.67194014,50.11805376,50.53807182,50.93434543,51.32252846,51.73172262,52.19741789,52.73564056,53.33269354,53.96638994,54.60006953,55.20902868,55.85790559,56.29958135,56.77991926,57.2226357,57.63942912,58.10130294,58.40803063,58.7412098,59.00226361,59.18551754,59.27455588,59.11870251,58.90799949,58.59229536,58.15802799,57.72817649,57.1494302,56.68718776,56.35376358,56.15978044,56.26605866,56.48893553,56.92415086,57.50605512,58.19106304,58.9286331,59.623181,60.26021052,60.80125481,61.25974914,61.66077771,61.99896524
